UID          PID    PPID     LWP  C NLWP    SZ   RSS PSR STIME TTY          TIME CMD
vm_mach+    3425    3183    3431  0    5 61430  7572   3 21:48 ?        00:00:00 /usr/libexec/ibus-dconf
vm_mach+    3425    3183    3432  0    5 61430  7572   3 21:48 ?        00:00:00 /usr/libexec/ibus-dconf
vm_mach+    3425    3183    3450  0    5 61430  7572   3 21:48 ?        00:00:00 /usr/libexec/ibus-dconf
vm_mach+    3427    3183    3427  0    5 106044 32240  2 21:48 ?        00:00:01 /usr/libexec/ibus-extension-gtk3
vm_mach+    3427    3183    3465  0    5 106044 32240  2 21:48 ?        00:00:00 /usr/libexec/ibus-extension-gtk3
vm_mach+    3427    3183    3466  0    5 106044 32240  3 21:48 ?        00:00:00 /usr/libexec/ibus-extension-gtk3
vm_mach+    3427    3183    3468  0    5 106044 32240  3 21:48 ?        00:00:00 /usr/libexec/ibus-extension-gtk3
vm_mach+    3427    3183    3472  0    5 106044 32240  1 21:48 ?        00:00:00 /usr/libexec/ibus-extension-gtk3
vm_mach+    3436    2801    3436  0    4 77805  7476   0 21:48 ?        00:00:00 /usr/libexec/ibus-portal
vm_mach+    3436    2801    3446  0    4 77805  7476   1 21:48 ?        00:00:00 /usr/libexec/ibus-portal
vm_mach+    3436    2801    3447  0    4 77805  7476   1 21:48 ?        00:00:00 /usr/libexec/ibus-portal
vm_mach+    3436    2801    3448  0    4 77805  7476   0 21:48 ?        00:00:00 /usr/libexec/ibus-portal
vm_mach+    3464    2801    3464  0    4 104442 14660  1 21:48 ?        00:00:00 /usr/libexec/gsd-printer
vm_mach+    3464    2801    3480  0    4 104442 14660  1 21:48 ?        00:00:00 /usr/libexec/gsd-printer
vm_mach+    3464    2801    3481  0    4 104442 14660  2 21:48 ?        00:00:00 /usr/libexec/gsd-printer
vm_mach+    3464    2801    3482  0    4 104442 14660  1 21:48 ?        00:00:00 /usr/libexec/gsd-printer
vm_mach+    3470    2801    3470  0    4 97662  9608   0 21:48 ?        00:00:00 /usr/libexec/goa-identity-service
vm_mach+    3470    2801    3475  0    4 97662  9608   2 21:48 ?        00:00:00 /usr/libexec/goa-identity-service
vm_mach+    3470    2801    3476  0    4 97662  9608   3 21:48 ?        00:00:00 /usr/libexec/goa-identity-service
vm_mach+    3470    2801    3479  0    4 97662  9608   0 21:48 ?        00:00:00 /usr/libexec/goa-identity-service
vm_mach+    3478    2801    3478  0   10 223890 25108  3 21:48 ?        00:00:00 /usr/libexec/evolution-calendar-factory
vm_mach+    3478    2801    3491  0   10 223890 25108  3 21:48 ?        00:00:00 /usr/libexec/evolution-calendar-factory
vm_mach+    3478    2801    3493  0   10 223890 25108  1 21:48 ?        00:00:00 /usr/libexec/evolution-calendar-factory
vm_mach+    3478    2801    3494  0   10 223890 25108  3 21:48 ?        00:00:00 /usr/libexec/evolution-calendar-factory
vm_mach+    3478    2801    3501  0   10 223890 25108  2 21:48 ?        00:00:00 /usr/libexec/evolution-calendar-factory
vm_mach+    3478    2801    3502  0   10 223890 25108  2 21:48 ?        00:00:00 /usr/libexec/evolution-calendar-factory
vm_mach+    3478    2801    3506  0   10 223890 25108  2 21:48 ?        00:00:00 /usr/libexec/evolution-calendar-factory
vm_mach+    3478    2801    3510  0   10 223890 25108  2 21:48 ?        00:00:00 /usr/libexec/evolution-calendar-factory
vm_mach+    3478    2801    3513  0   10 223890 25108  2 21:48 ?        00:00:00 /usr/libexec/evolution-calendar-factory
vm_mach+    3478    2801    3514  0   10 223890 25108  2 21:48 ?        00:00:00 /usr/libexec/evolution-calendar-factory
vm_mach+    3483    2801    3483  0    4 77630  6652   2 21:48 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
vm_mach+    3483    2801    3487  0    4 77630  6652   3 21:48 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
vm_mach+    3483    2801    3488  0    4 77630  6652   3 21:48 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
vm_mach+    3483    2801    3489  0    4 77630  6652   2 21:48 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
vm_mach+    3492    2801    3492  0    4 77666  6976   0 21:48 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
vm_mach+    3492    2801    3496  0    4 77666  6976   3 21:48 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
vm_mach+    3492    2801    3497  0    4 77666  6976   3 21:48 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
vm_mach+    3492    2801    3499  0    4 77666  6976   0 21:48 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
vm_mach+    3500    2801    3500  0    5 98127  8552   0 21:48 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
vm_mach+    3500    2801    3503  0    5 98127  8552   2 21:48 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
vm_mach+    3500    2801    3504  0    5 98127  8552   0 21:48 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
vm_mach+    3500    2801    3505  0    5 98127  8552   2 21:48 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
vm_mach+    3500    2801    3508  0    5 98127  8552   0 21:48 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
vm_mach+    3511    2801    3511  0    4 77910  7256   0 21:48 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
vm_mach+    3511    2801    3516  0    4 77910  7256   1 21:48 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
vm_mach+    3511    2801    3517  0    4 77910  7256   0 21:48 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
vm_mach+    3511    2801    3519  0    4 77910  7256   0 21:48 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
vm_mach+    3515    2801    3515  0    7 207007 29452  0 21:48 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
vm_mach+    3515    2801    3521  0    7 207007 29452  3 21:48 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
vm_mach+    3515    2801    3522  0    7 207007 29452  3 21:48 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
vm_mach+    3515    2801    3523  0    7 207007 29452  3 21:48 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
vm_mach+    3515    2801    3525  0    7 207007 29452  1 21:48 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
vm_mach+    3515    2801    3526  0    7 207007 29452  0 21:48 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
vm_mach+    3515    2801    3528  0    7 207007 29452  0 21:48 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
vm_mach+    3520    3107    3520  0    1 59339 88292   1 21:48 ?        00:00:00 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.I1CYF3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients
vm_mach+    3548    3183    3548  0    4 43006  7596   2 21:48 ?        00:00:00 /usr/libexec/ibus-engine-simple
vm_mach+    3548    3183    3556  0    4 43006  7596   1 21:48 ?        00:00:00 /usr/libexec/ibus-engine-simple
vm_mach+    3548    3183    3557  0    4 43006  7596   1 21:48 ?        00:00:00 /usr/libexec/ibus-engine-simple
vm_mach+    3548    3183    3559  0    4 43006  7596   2 21:48 ?        00:00:00 /usr/libexec/ibus-engine-simple
vm_mach+    3582    2801    3582  0    4 41354  5988   2 21:48 ?        00:00:00 /usr/libexec/dconf-service
vm_mach+    3582    2801    3583  0    4 41354  5988   3 21:48 ?        00:00:00 /usr/libexec/dconf-service
vm_mach+    3582    2801    3584  0    4 41354  5988   3 21:48 ?        00:00:00 /usr/libexec/dconf-service
vm_mach+    3582    2801    3585  0    4 41354  5988   2 21:48 ?        00:00:00 /usr/libexec/dconf-service
vm_mach+    3590    2801    3590  0    4 42910  6688   2 21:48 ?        00:00:00 /usr/libexec/gvfsd-metadata
vm_mach+    3590    2801    3596  0    4 42910  6688   3 21:48 ?        00:00:00 /usr/libexec/gvfsd-metadata
vm_mach+    3590    2801    3597  0    4 42910  6688   1 21:48 ?        00:00:00 /usr/libexec/gvfsd-metadata
vm_mach+    3590    2801    3600  0    4 42910  6688   2 21:48 ?        00:00:00 /usr/libexec/gvfsd-metadata
vm_mach+    3591    3045    3591  0    5 152696 9004   2 21:48 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.21 /org/gtk/gvfs/exec_spaw/0
vm_mach+    3591    3045    3592  0    5 152696 9004   3 21:48 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.21 /org/gtk/gvfs/exec_spaw/0
vm_mach+    3591    3045    3593  0    5 152696 9004   3 21:48 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.21 /org/gtk/gvfs/exec_spaw/0
vm_mach+    3591    3045    3594  0    5 152696 9004   3 21:48 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.21 /org/gtk/gvfs/exec_spaw/0
vm_mach+    3591    3045    3599  0    5 152696 9004   1 21:48 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.21 /org/gtk/gvfs/exec_spaw/0
vm_mach+    3615    2801    3615  0    6 139659 18320  0 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal
vm_mach+    3615    2801    3616  0    6 139659 18320  3 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal
vm_mach+    3615    2801    3617  0    6 139659 18320  0 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal
vm_mach+    3615    2801    3618  0    6 139659 18320  1 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal
vm_mach+    3615    2801    3776  0    6 139659 18320  1 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal
vm_mach+    3615    2801    3841  0    6 139659 18320  2 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal
vm_mach+    3624    2801    3624  0    8 184078 29388  0 21:48 ?        00:00:00 /usr/libexec/localsearch-3
vm_mach+    3624    2801    3637  0    8 184078 29388  2 21:48 ?        00:00:00 /usr/libexec/localsearch-3
vm_mach+    3624    2801    3638  0    8 184078 29388  3 21:48 ?        00:00:00 /usr/libexec/localsearch-3
vm_mach+    3624    2801    3640  0    8 184078 29388  3 21:48 ?        00:00:00 /usr/libexec/localsearch-3
vm_mach+    3624    2801    3646  0    8 184078 29388  3 21:48 ?        00:00:00 /usr/libexec/localsearch-3
vm_mach+    3624    2801    3647  0    8 184078 29388  3 21:48 ?        00:00:00 /usr/libexec/localsearch-3
vm_mach+    3624    2801    3668  0    8 184078 29388  3 21:48 ?        00:00:00 /usr/libexec/localsearch-3
vm_mach+    3624    2801    3669  0    8 184078 29388  2 21:48 ?        00:00:00 /usr/libexec/localsearch-3
vm_mach+    3626    2801    3626  0    6 188119 41360  2 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
vm_mach+    3626    2801    3641  0    6 188119 41360  3 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
vm_mach+    3626    2801    3642  0    6 188119 41360  2 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
vm_mach+    3626    2801    3643  0    6 188119 41360  3 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
vm_mach+    3626    2801    3648  0    6 188119 41360  2 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
vm_mach+    3626    2801    3658  0    6 188119 41360  1 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
vm_mach+    3651    2801    3651  0   12 683430 28500  3 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
vm_mach+    3651    2801    3654  0   12 683430 28500  1 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
vm_mach+    3651    2801    3655  0   12 683430 28500  0 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
vm_mach+    3651    2801    3657  0   12 683430 28500  2 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
vm_mach+    3651    2801    3659  0   12 683430 28500  2 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
vm_mach+    3651    2801    3660  0   12 683430 28500  1 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
vm_mach+    3651    2801    3661  0   12 683430 28500  2 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
vm_mach+    3651    2801    3662  0   12 683430 28500  3 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
vm_mach+    3651    2801    3663  0   12 683430 28500  0 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
vm_mach+    3651    2801    3664  0   12 683430 28500  0 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
vm_mach+    3651    2801    3665  0   12 683430 28500  0 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
vm_mach+    3651    2801    3666  0   12 683430 28500  0 21:48 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
vm_mach+    3671    2801    3671  0    5 119983 80112  2 21:48 ?        00:00:00 /usr/libexec/gsd-xsettings
vm_mach+    3671    2801    3680  0    5 119983 80112  3 21:48 ?        00:00:00 /usr/libexec/gsd-xsettings
vm_mach+    3671    2801    3681  0    5 119983 80112  0 21:48 ?        00:00:00 /usr/libexec/gsd-xsettings
vm_mach+    3671    2801    3682  0    5 119983 80112  2 21:48 ?        00:00:00 /usr/libexec/gsd-xsettings
vm_mach+    3671    2801    3683  0    5 119983 80112  0 21:48 ?        00:00:00 /usr/libexec/gsd-xsettings
vm_mach+    3685    3107    3685  0    6 181899 96580  0 21:48 ?        00:00:00 /usr/libexec/mutter-x11-frames
vm_mach+    3685    3107    3694  0    6 181899 96580  1 21:48 ?        00:00:00 /usr/libexec/mutter-x11-frames
vm_mach+    3685    3107    3708  0    6 181899 96580  1 21:48 ?        00:00:00 /usr/libexec/mutter-x11-frames
vm_mach+    3685    3107    3709  0    6 181899 96580  1 21:48 ?        00:00:00 /usr/libexec/mutter-x11-frames
vm_mach+    3685    3107    3726  0    6 181899 96580  1 21:48 ?        00:00:00 /usr/libexec/mutter-x11-frames
vm_mach+    3685    3107    3853  0    6 181899 96580  3 21:48 ?        00:00:00 /usr/libexec/mutter-x11-frames
vm_mach+    3711    2801    3711  0    4 44851 13020   1 21:48 ?        00:00:00 /usr/libexec/ibus-x11
vm_mach+    3711    2801    3735  0    4 44851 13020   2 21:48 ?        00:00:00 /usr/libexec/ibus-x11
vm_mach+    3711    2801    3736  0    4 44851 13020   2 21:48 ?        00:00:00 /usr/libexec/ibus-x11
vm_mach+    3711    2801    3737  0    4 44851 13020   0 21:48 ?        00:00:00 /usr/libexec/ibus-x11
root        3730       2    3730  0    1     0     0   1 21:48 ?        00:00:00 [kworker/u519:2-ttm]
vm_mach+    3740    2801    3740  0    1  9784 11824   3 21:48 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
root        3759       2    3759  0    1     0     0   3 21:48 ?        00:00:00 [kworker/3:4-mpt_poll_0]
vm_mach+    3777    2801    3777  0    5 104603 26976  0 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
vm_mach+    3777    2801    3795  0    5 104603 26976  0 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
vm_mach+    3777    2801    3796  0    5 104603 26976  0 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
vm_mach+    3777    2801    3798  0    5 104603 26976  1 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
vm_mach+    3777    2801    3799  0    5 104603 26976  0 21:48 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
vm_mach+    3834    3740    3834  0    5 107404 30756  2 21:48 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
vm_mach+    3834    3740    3848  0    5 107404 30756  0 21:48 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
vm_mach+    3834    3740    3849  0    5 107404 30756  1 21:48 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
vm_mach+    3834    3740    3850  0    5 107404 30756  1 21:48 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
vm_mach+    3834    3740    3851  0    5 107404 30756  2 21:48 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
vm_mach+    3891    2801    3891  0    6 139476 55864  2 21:48 ?        00:00:00 /usr/libexec/gnome-terminal-server
vm_mach+    3891    2801    3892  0    6 139476 55864  1 21:48 ?        00:00:00 /usr/libexec/gnome-terminal-server
vm_mach+    3891    2801    3893  0    6 139476 55864  0 21:48 ?        00:00:00 /usr/libexec/gnome-terminal-server
vm_mach+    3891    2801    3895  0    6 139476 55864  0 21:48 ?        00:00:00 /usr/libexec/gnome-terminal-server
vm_mach+    3891    2801    3896  0    6 139476 55864  1 21:48 ?        00:00:00 /usr/libexec/gnome-terminal-server
vm_mach+    3891    2801    3897  0    6 139476 55864  0 21:48 ?        00:00:00 /usr/libexec/gnome-terminal-server
vm_mach+    3898    3891    3898  0    1  3128  6764   0 21:48 pts/0    00:00:00 bash
vm_mach+    4010    3057    4010  0    6 160845 33932  1 21:49 ?        00:00:00 /usr/bin/update-notifier
vm_mach+    4010    3057    4023  0    6 160845 33932  3 21:49 ?        00:00:00 /usr/bin/update-notifier
vm_mach+    4010    3057    4024  0    6 160845 33932  2 21:49 ?        00:00:00 /usr/bin/update-notifier
vm_mach+    4010    3057    4026  0    6 160845 33932  1 21:49 ?        00:00:00 /usr/bin/update-notifier
vm_mach+    4010    3057    4027  0    6 160845 33932  1 21:49 ?        00:00:00 /usr/bin/update-notifier
vm_mach+    4010    3057    4052  0    6 160845 33932  2 21:49 ?        00:00:00 /usr/bin/update-notifier
vm_mach+    4062    3107    4062  0   72 1086726 478516 2 21:49 ?       00:00:03 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4203  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4207  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4208  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4209  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4210  0   72 1086726 478516 1 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4239  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4241  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4242  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4243  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4244  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4245  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4253  0   72 1086726 478516 1 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4254  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4255  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4256  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4259  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4261  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4262  0   72 1086726 478516 1 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4264  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4265  0   72 1086726 478516 1 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4266  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4267  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4288  0   72 1086726 478516 1 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4290  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4291  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4292  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4293  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4294  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4295  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4296  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4297  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4298  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4299  0   72 1086726 478516 1 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4300  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4301  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4302  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4303  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4304  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4305  0   72 1086726 478516 1 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4309  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4310  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4319  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4321  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4325  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4328  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4330  0   72 1086726 478516 1 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4332  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4339  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4352  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4353  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4354  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4367  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4373  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4374  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4375  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4376  0   72 1086726 478516 1 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4396  0   72 1086726 478516 1 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4397  0   72 1086726 478516 1 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4398  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4548  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4549  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4712  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4715  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4716  0   72 1086726 478516 1 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4717  0   72 1086726 478516 0 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    4858  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    5008  0   72 1086726 478516 3 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    5011  0   72 1086726 478516 1 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    5030  0   72 1086726 478516 2 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
vm_mach+    4062    3107    5032  0   72 1086726 478516 1 21:49 ?       00:00:00 /snap/firefox/7298/usr/lib/firefox/firefox
